iata,city,state,latitude,longitude,cod_meso,meso,cod_micro,micro,saldo_data_fixa,output_data_fixa,input_data_fixa,rate_ue,output_ue,input_ue
3157005,Salinas,MG,-16.170277,-42.290276,3102,Norte de Minas,31005,Salinas,-415,2150,1735,-424,2608,2184
3157104,Salto da Divisa,MG,-16.002777,-39.946945,3103,Jequitinhonha,31014,Almenara,-233,474,241,-209,488,279
3157203,Santa Bárbara,MG,-19.959446,-43.415279,3107,Metropolitana de Belo Horizonte,31031,Itabira,-473,1712,1239,-743,2174,1431
3157252,Santa Bárbara do Leste,MG,-19.977777,-42.139725,3108,Vale do Rio Doce,31040,Caratinga,-68,683,615,-32,780,748
3157278,Santa Bárbara do Monte Verde,MG,-21.959167,-43.702225,3112,Zona da Mata,31065,Juiz de Fora,3,173,176,-94,284,190
3157302,Santa Bárbara do Tugúrio,MG,-21.246111,-43.559444,3111,Campo das Vertentes,31059,Barbacena,-38,154,116,-20,150,130
3157336,Santa Cruz de Minas,MG,-21.119722,-44.223335,3111,Campo das Vertentes,31058,São João Del Rei,600,141,741,649,131,780
3157377,Santa Cruz de Salinas,MG,-16.098333,-41.746387,3102,Norte de Minas,31005,Salinas,-117,193,76,-69,162,93
3157401,Santa Cruz do Escalvado,MG,-20.236111,-42.813889,3112,Zona da Mata,31060,Ponte Nova,-89,246,157,-133,372,239
3157500,Santa Efigênia de Minas,MG,-18.827223,-42.448334,3108,Vale do Rio Doce,31035,Guanhães,-234,370,136,-303,464,161
3157609,Santa Fé de Minas,MG,-16.689999,-45.413891,3102,Norte de Minas,31006,Pirapora,44,215,259,39,266,305
3157658,Santa Helena de Minas,MG,-16.983055,-40.685558,3104,Vale do Mucuri,31016,Nanuque,-319,454,135,-419,563,144
3157708,Santa Juliana,MG,-19.308611,-47.525276,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,95,551,646,-164,849,685
3157807,Santa Luzia,MG,-19.769722,-43.851387,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,6351,7388,13739,7631,7359,14990
3157906,Santa Margarida,MG,-20.383888,-42.250557,3112,Zona da Mata,31061,Manhuaçu,-115,629,514,-277,838,561
3158003,Santa Maria de Itabira,MG,-19.449444,-43.112499,3107,Metropolitana de Belo Horizonte,31031,Itabira,-360,763,403,-316,743,427
3158102,Santa Maria do Salto,MG,-16.24889,-40.149445,3103,Jequitinhonha,31014,Almenara,-220,398,178,-204,433,229
3158201,Santa Maria do Suaçuí,MG,-18.190277,-42.414169,3108,Vale do Rio Doce,31036,Peçanha,-1169,1806,637,-1242,2064,822
3159209,Santa Rita de Caldas,MG,-22.02861,-46.336666,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,-143,664,521,38,620,658
3159407,Santa Rita de Ibitipoca,MG,-21.562777,-43.914722,3112,Zona da Mata,31065,Juiz de Fora,-3,192,189,-22,219,197
